id,row,col,disease,drug,label,score
61050,15,196,D109350,DB00501,1,0.120550573878438
21599,2,70,D102300,DB00268,1,0.0123506775321258
49637,183,159,D225740,DB00433,1,0.756242848304924
9119,42,30,D128101,DB00181,1,0.0158811031293086
81546,166,261,D208920,DB00635,1,0.0242762079811265
161883,62,518,D137750,DB01194,1,0.898272723588574
76372,313,244,D608622,DB00594,1,0.878022986687995
84012,128,269,D176800,DB00650,1,5.21808660323198e-05
112661,294,360,D607459,DB00861,1,0.946250143205976
120128,249,384,D300491,DB00909,1,0.963064177921596
9146,69,30,D143100,DB00181,1,0.0108151357668546
97613,270,312,D600807,DB00744,1,0.0997864389860681
100715,242,322,D276300,DB00762,1,0.0939290621837742
102545,194,328,D236000,DB00773,1,0.0830168558541862
120533,28,386,D119500,DB00915,1,0.000594624858444547
170089,130,544,D178600,DB01240,1,0.0532875720356199
140211,300,448,D607554,DB01035,1,0.780934919928668
3966,210,13,D250790,DB00126,1,0.00241102144464417
156261,74,500,D144110,DB01162,1,0.00584978977664024
104845,303,335,D607681,DB00794,1,0.924365766549703
52419,148,168,D190310,DB00448,1,0.0902106243773077
19987,268,64,D600634,DB00248,1,0.000225670294699769
29838,103,96,D157300,DB00316,1,0.00719736078958847
9034,270,29,D600807,DB00180,1,0.117496098358149
168810,103,540,D157300,DB01233,1,8.34236319547987e-05
128752,109,412,D161900,DB00968,1,0.885266980997211
118176,175,378,D215140,DB00903,1,0.981774216464347
56145,118,180,D167870,DB00472,1,0.808033294253949
52646,62,169,D137750,DB00449,1,0.940869791924599
66206,163,212,D208550,DB00537,1,0.0579669987443997
175478,198,561,D239350,DB01320,1,0.071129471447357
49946,179,160,D218200,DB00434,1,0.726919881874583
85871,109,275,D161900,DB00657,1,0.20211472193996
164700,62,527,D137750,DB01214,1,0.892059092516997
9460,70,31,D143465,DB00182,1,0.106808719987632
104077,161,333,D208230,DB00788,1,0.982249416043012
166473,270,532,D600807,DB01222,1,0.819360718636319
113537,231,363,D264120,DB00865,1,0.935675855834019
76794,109,246,D161900,DB00598,1,0.841304640240216
58843,312,188,D608583,DB00489,1,0.11946748205373
179705,43,575,D131200,DB01406,1,0.0237715882843516
88715,136,284,D181500,DB00679,1,0.10982381262071
62794,194,201,D236000,DB00515,1,0.00341324560002048
69935,136,224,D181500,DB00555,1,0.0152764407097751
40024,273,128,D601042,DB00371,1,0.00022788305801213
