id,row,col,disease,drug,label,score
36724,103,118,D157300,DB00353,1,0.00548136472208249
51661,16,166,D109543,DB00444,1,0.713575420119363
134677,87,431,D147530,DB01002,1,0.0745791395551174
124954,67,400,D140600,DB00945,1,0.922740917313675
85708,259,274,D311360,DB00655,1,0.0569456609820041
20144,112,65,D165199,DB00252,1,0.0104779480029628
173851,136,556,D181500,DB01267,1,0.115044067325214
125929,103,403,D157300,DB00952,1,0.118480576991245
169285,265,541,D600351,DB01234,1,0.0856113059811981
55414,13,178,D109100,DB00470,1,0.000236399545082935
169335,2,542,D102300,DB01235,1,0.0358671182783099
32234,308,103,D608088,DB00327,1,0.0428016081749365
93394,120,299,D168600,DB00714,1,0.775521110111339
158225,160,506,D208085,DB01174,1,0.0323873964041984
32342,103,104,D157300,DB00328,1,0.00616507195948464
106765,32,342,D125320,DB00810,1,0.0970720436714308
78337,87,251,D147530,DB00611,1,0.0859434839687841
45829,131,147,D179600,DB00401,1,0.0661269498784883
107520,161,344,D208230,DB00814,1,0.985773940937506
46985,35,151,D125850,DB00412,1,0.983147964822357
121234,103,388,D157300,DB00918,1,0.114523671545315
68114,193,218,D233810,DB00547,1,0.0648038119694862
29822,87,96,D147530,DB00316,1,0.0268332311694029
155479,231,497,D264120,DB01156,1,0.0495804735931981
122635,252,392,D304790,DB00927,1,0.0824563295314248
162434,300,519,D607554,DB01195,1,0.0467939882565627
167285,143,535,D188050,DB01225,1,0.0787150194038073
72112,122,231,D171300,DB00571,1,0.000540167647234864
116749,313,373,D608622,DB00887,1,0.923598107916639
58497,279,187,D601682,DB00484,1,0.957433855211369
183348,243,586,D277350,DB03796,1,0.683914644124401
93697,110,300,D164230,DB00715,1,0.0494395083475081
116240,117,372,D167320,DB00884,1,0.804147789164763
16233,270,52,D600807,DB00221,1,0.977267305092826
59783,313,191,D608622,DB00492,1,0.942837824348802
133137,112,426,D165199,DB00996,1,0.0116530118489989
13459,313,43,D608622,DB00206,1,0.822842450134478
133172,147,426,D190300,DB00996,1,0.0452394383723598
22470,247,72,D300125,DB00273,1,0.039173459203049
46129,118,148,D167870,DB00404,1,0.0450101039701304
165658,81,530,D145600,DB01219,1,0.0268279013576829
181818,278,581,D601665,DB01579,1,0.924978154019261
118424,110,379,D164230,DB00904,1,8.84514724960459e-05
79611,109,255,D161900,DB00622,1,0.874114265025282
130172,277,416,D601626,DB00982,1,4.28302444822211e-05
49593,139,159,D182830,DB00433,1,0.0228139135052765
109197,273,349,D601042,DB00829,1,0.00411190646566518
81393,13,261,D109100,DB00635,1,0.0354334736784674
130715,194,418,D236000,DB00987,1,0.127681843641134
157752,313,504,D608622,DB01170,1,0.842996728202217
6756,183,22,D225740,DB00167,1,0.796543521914143
77002,4,247,D102500,DB00603,1,0.00594699607233436
10544,215,34,D254500,DB00188,1,0.0111932014247481
111840,99,358,D155600,DB00853,1,0.0599243372272358
163042,282,521,D602522,DB01197,1,0.00391526821612479
20056,24,65,D115000,DB00252,1,9.80932860079971e-05
1304,52,5,D134430,DB00035,1,7.40339196152974e-05
7272,73,24,D144010,DB00175,1,0.0572325300957224
70199,87,225,D147530,DB00557,1,0.00283018657158341
164423,98,526,D155100,DB01210,1,0.768703611716402
90937,167,291,D210050,DB00695,1,0.0845586719993664
84364,167,270,D210050,DB00651,1,0.0709995823875928
21716,119,70,D168100,DB00268,1,0.946140992524471
33741,250,108,D300494,DB00334,1,0.00660749083925276
49335,194,158,D236000,DB00428,1,0.0144251594780473
