id,row,col,disease,drug,label,score
43000,119,138,D168100,DB00387,1,0.947530046562565
39907,156,128,D200170,DB00371,1,0.000728212757958505
21165,194,68,D236000,DB00262,1,0.103972309908458
70555,130,226,D178600,DB00559,1,0.0201180679299023
180972,58,579,D136200,DB01576,1,0.00820047762780685
66276,233,212,D266600,DB00537,1,0.000221739416252019
19013,233,61,D266600,DB00244,1,0.0319644775704605
137014,233,438,D266600,DB01014,1,0.035125120073218
33265,87,107,D147530,DB00333,1,0.0685486256207618
53906,70,173,D143465,DB00458,1,0.0660120816000683
117149,87,375,D147530,DB00898,1,0.0139787574881387
42230,288,135,D605055,DB00382,1,0.90955491073408
90639,182,290,D223350,DB00694,1,0.0649919395053525
49681,227,159,D260970,DB00433,1,0.839146107025752
141856,67,454,D140600,DB01050,1,0.949711049282889
127095,17,407,D109800,DB00958,1,0.0417710711144816
36147,152,116,D192000,DB00351,1,0.0260773673962255
105277,109,337,D161900,DB00796,1,0.906436647930153
168161,80,538,D145590,DB01231,1,0.0192497996077721
139935,24,448,D115000,DB01035,1,0.0497089081409754
133326,301,426,D607628,DB00996,1,0.855692061995306
104846,304,335,D607682,DB00794,1,0.909408669417199
56526,186,181,D226150,DB00475,1,0.000275815897329092
138768,109,444,D161900,DB01023,1,0.913198802065321
127050,285,406,D604416,DB00957,1,0.0480227733639472
10644,2,35,D102300,DB00190,1,0.0262537428453581
170703,118,546,D167870,DB01242,1,0.0644877850497566
112229,175,359,D215140,DB00860,1,0.0675741085406653
56740,87,182,D147530,DB00476,1,0.0337180309389642
102593,242,328,D276300,DB00773,1,0.0771699034590555
148491,129,475,D176807,DB01101,1,0.00163871747495135
62221,247,199,D300125,DB00510,1,0.0394161673016403
179436,87,574,D147530,DB01403,1,0.0193101556314084
129586,4,415,D102500,DB00977,1,0.0331350966734595
96543,139,309,D182830,DB00734,1,0.835284298531388
73229,300,234,D607554,DB00575,1,0.00519969117181565
141086,236,451,D268220,DB01042,1,0.0129931295720616
107133,87,343,D147530,DB00813,1,0.110963161777243
148382,20,475,D114480,DB01101,1,0.0627355454387542
91545,149,293,D190400,DB00697,1,0.00364840822076205
26049,70,84,D143465,DB00289,1,0.0622280957239283
73051,122,234,D171300,DB00575,1,0.000554558133578701
98588,306,315,D607850,DB00749,1,0.956273236093889
127633,242,408,D276300,DB00959,1,0.0557004400107252
174420,79,558,D145500,DB01275,1,0.00187944604022794
103294,4,331,D102500,DB00783,1,0.0367111543609607
67354,59,216,D137215,DB00544,1,0.0659877711673274
162869,109,521,D161900,DB01197,1,0.914697560332779
145618,73,466,D144010,DB01076,1,0.0969376649515405
66874,205,214,D246470,DB00541,1,0.0251958525860182
85823,61,275,D137580,DB00657,1,0.000352520072750078
129722,140,415,D184700,DB00977,1,0.755299278353766
53836,313,172,D608622,DB00457,1,0.185613421767271
50869,163,163,D208550,DB00440,1,0.0161100905951363
61028,306,195,D607850,DB00500,1,0.956365460098138
5955,8,20,D104300,DB00163,1,0.840314226286616
171311,100,548,D155601,DB01248,1,0.0449479876659765
174654,313,558,D608622,DB01275,1,0.0606447406337869
104844,302,335,D607631,DB00794,1,0.960145010912063
102590,239,328,D273300,DB00773,1,0.0289907830025055
136449,294,436,D607459,DB01009,1,0.949141629020723
181929,76,582,D144700,DB01590,1,0.742616012322946
169100,80,541,D145590,DB01234,1,0.000640224411614723
11690,109,38,D161900,DB00195,1,0.950171255012524
169213,193,541,D233810,DB01234,1,0.0356708745503658
99086,178,317,D217200,DB00754,1,0.784069936874467
158245,180,506,D218800,DB01174,1,0.061697539941098
6880,307,22,D608033,DB00167,1,0.807484436246906
120183,304,384,D607682,DB00909,1,0.926721157245314
59066,222,189,D259050,DB00490,1,0.0303763974111808
66823,154,214,D194070,DB00541,1,0.0394130814482124
75077,270,240,D600807,DB00588,1,0.0225520464139783
149562,261,478,D540000,DB01109,1,0.0459071759155679
124897,10,400,D107320,DB00945,1,0.0341671624824495
3217,87,11,D147530,DB00122,1,0.0211983447726489
66159,116,212,D166760,DB00537,1,0.0603153735382518
79312,123,254,D173200,DB00620,1,0.0163910553301913
104590,48,335,D132300,DB00794,1,0.0301478385144095
103419,129,331,D176807,DB00783,1,0.0388174208039221
97146,116,311,D166760,DB00741,1,0.0136907998661417
116519,83,373,D146255,DB00887,1,0.060647686792953
156500,313,500,D608622,DB01162,1,0.15321476048791
72099,109,231,D161900,DB00571,1,0.179925423170336
136562,94,437,D151590,DB01013,1,0.000622454941910796
62595,308,200,D608088,DB00514,1,0.033483477565509
158094,29,506,D121200,DB01174,1,0.05623034584603
103278,301,330,D607628,DB00776,1,0.911233622628509
135292,76,433,D144700,DB01005,1,0.0501748282104218
144288,308,461,D608088,DB01069,1,0.0306666890352597
184466,109,590,D161900,DB04861,1,0.837535729673219
74329,148,238,D190310,DB00585,1,0.872304972725011
73355,113,235,D165720,DB00580,1,0.973909250490093
8221,83,27,D146255,DB00178,1,0.107932247245441
41660,31,134,D125310,DB00381,1,0.00147119566171675
74800,306,239,D607850,DB00586,1,0.926137282809306
175034,67,560,D140600,DB01296,1,0.972061026582793
146449,278,468,D601665,DB01083,1,0.893062189886068
42417,162,136,D208300,DB00384,1,0.834761808445837
71058,7,228,D104130,DB00564,1,0.00530828092989624
99506,285,318,D604416,DB00755,1,0.0246675505898177
103155,178,330,D217200,DB00776,1,0.149286859908485
138138,105,442,D157950,DB01019,1,0.00360877025460632
63335,109,203,D161900,DB00521,1,0.930040512070766
34445,15,111,D109350,DB00338,1,0.936452763237185
128044,27,410,D115645,DB00963,1,0.00117829360136371
108428,130,347,D178600,DB00820,1,0.0329566334378252
132768,56,425,D134750,DB00995,1,0.00105300792729954
157368,242,503,D276300,DB01169,1,0.0572764213388297
15134,110,49,D164230,DB00215,1,0.0399358553059486
66851,182,214,D223350,DB00541,1,0.0498371990320361
29287,178,94,D217200,DB00313,1,0.0424962015023431
3291,161,11,D208230,DB00122,1,0.983804287004576
16542,266,53,D600496,DB00222,1,0.981836143467351
92284,262,295,D600082,DB00706,1,0.0893286669416847
166370,167,532,D210050,DB01222,1,0.00518630107982486
136084,242,435,D276300,DB01008,1,0.0374051671376928
26486,194,85,D236000,DB00290,1,0.864912303502311
184987,4,592,D102500,DB06285,1,0.0453829934973893
158488,110,507,D164230,DB01175,1,0.0286720283562793
23016,167,74,D210050,DB00277,1,0.0908728078059004
6139,192,20,D231900,DB00163,1,0.0238154128030244
139010,38,445,D125853,DB01029,1,0.865693504067418
58280,62,187,D137750,DB00484,1,0.966511841873552
77287,289,247,D605839,DB00603,1,0.0289918410797535
174450,109,558,D161900,DB01275,1,0.0681854828900448
43473,279,139,D601682,DB00388,1,0.843550136210471
119561,308,382,D608088,DB00907,1,0.00290992923963561
25084,44,81,D131300,DB00285,1,0.0366642953617197
156764,264,501,D600263,DB01165,1,0.00181837377406734
143311,270,458,D600807,DB01064,1,0.198784880342604
124179,231,397,D264120,DB00937,1,0.899085218905729
70759,21,227,D114500,DB00563,1,0.0388951469309891
77930,306,249,D607850,DB00605,1,0.985983207525369
104210,294,333,D607459,DB00788,1,0.973952107905785
99878,31,320,D125310,DB00758,1,0.768598934563171
32587,35,105,D125850,DB00331,1,0.951670135367772
76998,313,246,D608622,DB00598,1,0.925387174538398
142000,211,454,D252320,DB01050,1,0.0309898443569393
6135,188,20,D230450,DB00163,1,0.0195309438477603
132067,294,422,D607459,DB00991,1,0.962319052960423
135445,229,433,D263300,DB01005,1,0.0072970435800432
145312,80,465,D145590,DB01075,1,0.0635129653042638
14189,104,46,D157700,DB00211,1,0.000436983445913959
165608,31,530,D125310,DB01219,1,0.0595445915168527
120077,198,384,D239350,DB00909,1,0.0729722596676579
54103,267,173,D600631,DB00458,1,0.0872799842656811
136268,113,436,D165720,DB01009,1,0.953044026151912
59579,109,191,D161900,DB00492,1,0.909846318812151
24531,117,79,D167320,DB00282,1,0.129871510939
30115,67,97,D140600,DB00318,1,0.00537407204446597
74581,87,239,D147530,DB00586,1,0.0303952405693615
143883,216,460,D254770,DB01068,1,0.0222733181235343
53954,118,173,D167870,DB00458,1,0.0257956088849094
48078,189,154,D230800,DB00419,1,0.00074185735018391
153338,281,490,D602080,DB01133,1,0.67571124775744
133558,220,427,D256700,DB00997,1,0.70289737386391
166965,136,534,D181500,DB01224,1,0.132232917543955
54236,87,174,D147530,DB00461,1,0.0714797113204551
72999,70,234,D143465,DB00575,1,0.0136616487703529
56071,44,180,D131300,DB00472,1,0.0622328884379206
167922,154,537,D194070,DB01229,1,0.0138049775352962
72922,306,233,D607850,DB00573,1,0.96058440762578
21629,32,70,D125320,DB00268,1,0.0502187082240392
38067,194,122,D236000,DB00361,1,0.0683331061812004
64798,7,208,D104130,DB00532,1,0.0240323462312187
163690,304,523,D607682,DB01202,1,0.918223057639679
74585,91,239,D150600,DB00586,1,0.0103133268862844
166786,270,533,D600807,DB01223,1,0.953562403302555
65749,19,211,D113610,DB00536,1,0.0188355084689253
94365,152,302,D192000,DB00717,1,0.938731966795092
104222,306,333,D607850,DB00788,1,0.981656117621961
138657,311,443,D608320,DB01020,1,0.0346857738647224
140740,203,450,D246300,DB01041,1,0.000277860253935404
755,129,3,D176807,DB00014,1,0.787595415324226
69101,241,221,D275000,DB00550,1,0.0590804520703906
35791,109,115,D161900,DB00350,1,0.835908061624768
96865,148,310,D190310,DB00736,1,0.830234799330171
24528,114,79,D166300,DB00282,1,0.00654248626846942
94922,83,304,D146255,DB00722,1,0.104624595530636
11233,278,36,D601665,DB00191,1,0.90562670292674
9116,39,30,D126200,DB00181,1,0.00526428733138597
120180,301,384,D607628,DB00909,1,0.934684353663176
70787,49,227,D133239,DB00563,1,0.0706968415571427
45067,308,144,D608088,DB00397,1,0.00617039146461655
127,127,1,D175510,DB00007,1,0.00595246064789604
16130,167,52,D210050,DB00221,1,0.0456505910309086
164206,194,525,D236000,DB01204,1,0.0591397930392381
92763,115,297,D166710,DB00710,1,0.14532358219896
74970,163,240,D208550,DB00588,1,0.0239673671526999
66443,87,213,D147530,DB00540,1,0.0928594013000481
166353,150,532,D191390,DB01222,1,0.0211425073574495
45094,22,145,D114550,DB00398,1,0.0210974126793054
123722,87,396,D147530,DB00936,1,0.0298407954724648
161852,31,518,D125310,DB01194,0,3.06791552792623e-06
101974,249,326,D300491,DB00767,0,7.71443711356774e-06
13959,187,45,D227300,DB00210,0,0.000256274012231117
149574,273,478,D601042,DB01109,0,0.000242061720961006
91509,113,293,D165720,DB00697,0,0.000474833544439056
28889,93,93,D151400,DB00310,0,1.30328079185667e-05
107416,57,344,D135550,DB00814,0,0.00953090403629783
136073,231,435,D264120,DB01008,0,3.43392574315729e-05
102200,162,327,D208300,DB00771,0,0.00114268442742117
11930,36,39,D125851,DB00199,0,3.25122558825597e-07
155878,4,499,D102500,DB01161,0,0.000163889316958954
75779,33,243,D125600,DB00593,0,9.87160140685431e-05
157935,183,505,D225740,DB01173,0,0.000123797235717524
172275,125,551,D175100,DB01258,0,7.53644765882245e-05
93205,244,298,D277440,DB00712,0,0.000622058053276416
115116,245,368,D277460,DB00880,0,0.000319729481197348
181224,310,579,D608217,DB01576,0,0.00148617448519659
33659,168,108,D211980,DB00334,0,7.73903005155716e-05
60237,141,193,D187950,DB00497,0,7.18136473716478e-05
73968,100,237,D155601,DB00584,0,1.73555560328421e-05
85363,227,273,D260970,DB00654,0,3.94812272093757e-07
173356,267,554,D600631,DB01261,0,1.67819128375998e-06
48711,196,156,D237500,DB00422,0,0.000425878230783619
159423,106,510,D158280,DB01181,0,3.41658670720137e-05
57389,110,184,D164230,DB00480,0,2.53623372038636e-05
153318,261,490,D540000,DB01133,0,0.000243276269767976
124769,195,399,D237450,DB00939,0,3.82133505076538e-05
160577,8,514,D104300,DB01188,0,4.13977025595778e-05
25850,184,83,D225755,DB00287,0,1.20576496600819e-07
81586,206,261,D247200,DB00635,0,0.00185213769801558
47219,269,151,D600803,DB00412,0,3.3111819783586e-06
66013,283,211,D603165,DB00536,0,0.000367413467077444
145705,160,466,D208085,DB01076,0,0.000187982882675988
24438,24,79,D115000,DB00282,0,0.000175846075127393
57710,118,185,D167870,DB00481,0,0.000145219342775439
75309,189,241,D230800,DB00590,0,0.000704057524281699
175508,228,561,D261515,DB01320,0,0.00107214528994608
118851,224,380,D259660,DB00905,0,8.51124224989588e-07
159859,229,511,D263300,DB01182,0,0.000128553740889242
105360,192,337,D231900,DB00796,0,1.49427571599394e-05
169068,48,541,D132300,DB01234,0,0.011214497219676
22755,219,73,D256370,DB00275,0,0.00220864278380691
104015,99,333,D155600,DB00788,0,0.000289340641438777
98100,131,314,D179600,DB00747,0,0.000278389030529317
75411,291,241,D606798,DB00590,0,0.000275219375526956
34094,290,109,D606703,DB00335,0,7.68796888638867e-05
82197,191,263,D231200,DB00637,0,2.94634688802964e-05
54342,193,174,D233810,DB00461,0,0.000195000463477566
49223,82,158,D146110,DB00428,0,0.000107911755606973
100644,171,322,D212112,DB00762,0,9.61922492734162e-05
15293,269,49,D600803,DB00215,0,0.00113727386196386
9663,273,31,D601042,DB00182,0,0.000962929068352982
63220,307,202,D608033,DB00519,0,7.28465115610951e-05
176991,146,566,D189800,DB01364,0,0.000985434714758632
154842,220,495,D256700,DB01148,0,0.00013335111365958
9780,77,32,D145100,DB00186,0,0.000279613729266063
138710,51,444,D133690,DB01023,0,0.000116996577107021
185119,136,592,D181500,DB06285,0,0.000126101008423417
78214,277,250,D601626,DB00608,0,0.000251799737796928
158395,17,507,D109800,DB01175,0,2.1927403897629e-05
111647,219,357,D256370,DB00852,0,0.00013662654393347
168933,226,540,D260570,DB01233,0,0.00837268491986695
120090,211,384,D252320,DB00909,0,0.000199664229989353
177216,58,567,D136200,DB01367,0,7.26182183794599e-05
72828,212,233,D254200,DB00573,0,0.000142367774691898
153643,273,491,D601042,DB01136,0,0.0051318038693166
182210,44,583,D131300,DB01623,0,0.000161122883834232
59388,231,190,D264120,DB00491,0,8.98876673009901e-07
113312,6,363,D103780,DB00865,0,0.000270235875549555
38150,277,122,D601626,DB00361,0,0.0314800168319925
67655,47,217,D132100,DB00545,0,0.000260593176160506
176499,280,564,D602068,DB01356,0,3.75934914947736e-05
90586,129,290,D176807,DB00694,0,0.0217128238519884
184652,295,590,D607498,DB04861,0,0.000372286053548665
79663,161,255,D208230,DB00622,0,3.00832322729688e-06
148817,142,476,D188030,DB01104,0,0.000113219778284003
82448,129,264,D176807,DB00640,0,7.81758023596467e-05
113864,245,364,D277460,DB00868,0,0.000279690429415191
803,177,3,D217150,DB00014,0,0.000139467009165583
64190,25,206,D115195,DB00527,0,4.68170824737386e-05
100251,91,321,D150600,DB00759,0,0.000266534842167314
135408,192,433,D231900,DB01005,0,0.00119678376710762
136796,15,438,D109350,DB01014,0,0.0104184861453409
168324,243,538,D277350,DB01231,0,4.373909086132e-05
163374,301,522,D607628,DB01200,0,4.60799767952815e-05
149103,115,477,D166710,DB01105,0,3.73912607695345e-05
70631,206,226,D247200,DB00559,0,3.16697382084356e-05
124691,117,399,D167320,DB00939,0,0.00480601015083402
12975,142,42,D188030,DB00204,0,3.29616119410276e-05
181840,300,581,D607554,DB01579,0,1.37750621180051e-05
144831,225,463,D260480,DB01072,0,0.000306387099616789
43299,105,139,D157950,DB00388,0,0.000184082533549331
52636,52,169,D134430,DB00449,0,3.04731561427101e-07
65079,288,208,D605055,DB00532,0,0.00349053957580609
103651,48,332,D132300,DB00787,0,0.0011525923575719
78450,200,251,D241100,DB00611,0,4.26410138333934e-05
8062,237,26,D268320,DB00177,0,2.04023961397646e-05
135885,43,435,D131200,DB01008,0,0.000163634620499743
180337,49,577,D133239,DB01427,0,7.504399619881e-05
136894,113,438,D165720,DB01014,0,0.0022530877674848
76164,105,244,D157950,DB00594,0,0.000116342857698451
21433,149,69,D190400,DB00264,0,0.000309393757461594
140671,134,450,D181000,DB01041,0,0.00557587399232487
53511,301,171,D607628,DB00454,0,0.00027102558824789
